AcresBurned,AirTankers,ArchiveYear,Counties,CountyIds,CrewsInvolved,Dozers,Engines,Extinguished,Days Burned,Fatalities,Featured,Final,Helicopters,Injuries,Latitude,Longitude,MajorIncident,Name,PersonnelInvolved,Started,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,UniqueId,WaterTenders,Started Month
24251.0,,2013,Ventura,56,47.0,8.0,117.0,5/11/13,9,,False,True,11.0,10.0,0.0,0.0,True,Springs Fire,2167.0,5/2/13,6.0,10.0,,,46731fb8-3350-4920-bdf7-910ac0eb715c,11.0,5
20292.0,,2013,Riverside,33,63.0,20.0,201.0,8/12/13,5,,False,True,20.0,26.0,33.86157,-116.90427,True,Silver Fire,2106.0,8/7/13,8.0,40.0,,,c400203b-a7fd-4bd8-803a-f3c74bc32a2b,20.0,8
11429.0,,2013,Tehama,52,30.0,3.0,36.0,8/29/13,6,,False,True,5.0,5.0,40.042629999999996,-121.85396999999999,True,Deer Fire,898.0,8/23/13,,,,,956dbcf6-db40-4b61-b235-4ede14738f1e,8.0,8
8073.0,,2013,Shasta,45,12.0,3.0,30.0,9/15/13,6,,False,True,,6.0,40.498332,-122.535496,True,Clover Fire,342.0,9/9/13,10.0,201.0,,,92af9783-eda9-4186-afe9-447f61a92636,,9
7055.0,,2013,San Diego,37,56.0,24.0,183.0,7/15/13,9,,False,True,9.0,12.0,32.95435,-116.47381000000001,True,Chariot Fire,2147.0,7/6/13,9.0,149.0,,,ee19b2ec-a96a-4738-994e-fb3ea016e053,24.0,7
6965.0,,2013,Tehama,52,53.0,22.0,131.0,5/9/13,8,,False,True,6.0,6.0,40.190062,-121.595555,True,Panther Fire,1811.0,5/1/13,,,,,53122f0f-fefc-4dbf-b2d8-566b42ced66d,40.0,5
4346.0,,2013,Kern,15;56,29.0,1.0,34.0,5/21/13,6,,False,True,1.0,4.0,34.7861,-118.9411,True,Grand Fire,847.0,5/15/13,,,,,e0d038e9-0926-4c05-8317-ec7075a04b12,12.0,5
4346.0,,2013,Ventura,15;56,29.0,1.0,34.0,5/21/13,6,,False,True,1.0,4.0,34.7861,-118.9411,True,Grand Fire,847.0,5/15/13,,,,,e0d038e9-0926-4c05-8317-ec7075a04b12,12.0,5
3505.0,,2013,Sonoma,49,8.0,,5.0,11/27/13,5,,False,True,,6.0,38.8167,-122.8498,True,McCabe Fire,188.0,11/22/13,,1.0,,,b4bc1480-cbb8-4ef2-8d5f-88a496d21d10,,11
3166.0,,2013,Riverside,33,36.0,5.0,62.0,5/4/13,3,,False,True,5.0,2.0,34.288877,-116.94131100000001,True,Summit Fire,726.0,5/1/13,,1.0,,,a1b14be5-a8cf-4e40-8588-96becf4c5879,7.0,5
3111.0,,2013,Contra Costa,7,8.0,5.0,3.0,9/14/13,6,,False,True,,,37.90757,-121.88258200000001,True,Morgan Fire,231.0,9/8/13,,,,,e33b2d80-7fec-4470-9e79-440d349b0d95,4.0,9
2781.0,25.0,2013,San Diego,37,33.0,25.0,73.0,5/26/13,3,,False,True,25.0,5.0,33.121109999999994,-116.52578999999999,True,San Felipe Fire,911.0,5/23/13,,,,,859479e3-918c-42c6-bb74-5fdc17930a16,26.0,5
2462.0,,2013,Butte,4,33.0,28.0,95.0,8/22/13,6,,False,True,20.0,5.0,39.446267999999996,-121.38236,True,Swedes Fire,1484.0,8/16/13,,7.0,,,0758e1c0-95ea-47e7-b5c1-5f3ea96bc664,25.0,8
1708.0,,2013,Mariposa,22,2.0,,,6/26/13,10,,False,True,,1.0,37.58202,-119.91071000000001,True,Carstens Fire,112.0,6/16/13,,,,,bb2eb175-43a3-4a5c-bff6-e3669e52c1d1,4.0,6
1271.0,27.0,2013,San Diego,37,54.0,27.0,42.0,5/31/13,5,,False,True,27.0,6.0,33.044579999999996,-116.5209,True,General Fire,1217.0,5/26/13,,,,,07a5397c-a665-4f84-9a82-5f689cb2c8f3,27.0,5
712.0,,2013,Kern,15,20.0,20.0,37.0,7/22/13,3,,False,True,20.0,5.0,34.882,-118.9194,True,Rancho Fire,502.0,7/19/13,,,,,591a56a5-e9c0-45a0-96bd-34098588c39b,20.0,7
534.0,,2013,San Bernardino,36,29.0,29.0,29.0,7/1/13,3,,False,True,29.0,,34.071556,-117.048397,True,Mills Fire,282.0,6/28/13,1.0,0.0,,,6011819c-19ac-46c2-aa48-0ee8be0e48c0,29.0,6
482.0,,2013,Madera,20,,,,6/18/13,2,,False,True,,,37.015575,-119.78106000000001,True,Rolling Fire,,6/16/13,,1.0,,,05d0fed7-8502-4a6f-9c5c-b9cee0e75408,,6
406.0,,2013,Inyo,14,25.0,25.0,25.0,2/28/13,4,,False,True,,2.0,36.602575,-118.01651000000001,True,River Fire,476.0,2/24/13,,0.0,,0.0,094719ba-a47b-4abb-9ec5-a506b2b9fd23,25.0,2
376.0,,2013,Napa,28,,,1.0,10/4/13,1,,False,True,,,38.628,-122.289,True,Putah Fire,4.0,10/3/13,,,,,1f94fce5-49a5-4220-bc99-f003ab4d3e60,,10
305.0,,2013,Butte,4,4.0,1.0,15.0,10/5/13,1,,False,True,1.0,,39.439,-121.49700000000001,True,Summit Fire,259.0,10/4/13,,4.0,,,d922e7c8-814a-412b-a40b-53072d0983ea,3.0,10
298.0,4.0,2013,Butte,4,3.0,3.0,26.0,6/3/13,0,,False,True,2.0,,39.434183000000004,-121.57680400000001,True,Lone Fire,,6/3/13,,9.0,,,1a5192f1-bc99-4130-8683-381e0534b76a,4.0,6
263.0,2.0,2013,San Diego,37,4.0,,15.0,9/12/13,3,,False,True,1.0,2.0,32.710918,-116.746023,True,Lyon Fire,294.0,9/9/13,,,,176.0,f6f6fefa-ac4e-466f-815e-492416e37b98,4.0,9
217.0,,2013,Glenn,11,11.0,5.0,6.0,5/5/13,4,,False,True,5.0,,39.514139,-122.56086200000001,True,306 Fire,221.0,5/1/13,,,,,5649e78d-7c26-4698-89a0-b0fa9a35cf78,5.0,5
196.0,,2013,Shasta,45,24.0,24.0,31.0,8/23/13,4,,False,True,24.0,,40.5445,-121.3754,True,Burney Lightning Series (Warner Fire),347.0,8/19/13,,,,,f21a41c6-0905-4531-9bdf-2456d0051eed,24.0,8
190.0,,2013,Napa,28,6.0,,15.0,11/23/13,2,,False,True,,,38.382,-122.311,True,Silverado Fire,150.0,11/21/13,,1.0,,,79d476e5-0b4d-48e2-a105-2bba5c1140e9,3.0,11
150.0,,2013,Butte,4,,2.0,17.0,5/22/13,0,,False,True,,,0.0,0.0,True,Neal Fire,60.0,5/22/13,,,,,28ffc826-6789-429c-9801-f3a02dbb320a,4.0,5
125.0,,2013,Sonoma,49,9.0,5.0,17.0,5/3/13,2,,False,True,5.0,,38.638828000000004,-122.655616,True,Yellow Fire,249.0,5/1/13,,,,,64e4f81e-d872-44c4-ba8d-111fa77124ba,5.0,5
120.0,,2013,Lake,17,10.0,6.0,30.0,11/10/13,2,,False,True,,,38.882214000000005,-122.567525,True,Cantwell Fire,285.0,11/8/13,,1.0,,,20ba8b6b-78d4-46a7-995b-d8fa38cbf3b8,3.0,11
116.0,,2013,El Dorado,9,,,,8/16/13,0,,False,True,,,38.682378,-120.839075,True,Union Fire,,8/16/13,,1.0,,,db009f8f-8b9d-44bb-a3f6-83f319c84d72,,8
92.0,,2013,Butte,4,4.0,,4.0,8/4/13,3,,False,True,,2.0,39.6612,-121.50353999999999,True,Branch Fire,80.0,8/1/13,,,,,0b51d3d5-bb3a-426d-9c12-c1878a01d7cf,3.0,8
91.0,2.0,2013,Madera,20,6.0,2.0,24.0,5/20/13,1,,False,True,2.0,,37.1927,-119.7917,True,Lilly 2 Fire,,5/19/13,,1.0,,,2b765a08-c770-4b19-baa8-00dffe3fa838,2.0,5
80.0,,2013,Butte,4,2.0,,10.0,9/1/13,1,,False,True,,1.0,39.731878,-121.71393799999998,True,Centerville Fire,35.0,8/31/13,,,,,dd374f36-e7cb-4a48-91ee-e8be101e0f88,,8
75.0,,2013,Madera,20,15.0,13.0,13.0,6/14/13,2,,False,True,,,37.169379,-119.75636000000002,True,Revis Fire,221.0,6/12/13,,,,,7055a440-5d4c-4f58-bac9-2954ff6698a5,13.0,6
75.0,,2013,San Bernardino,36,13.0,,21.0,5/15/13,2,,False,True,,1.0,34.1834,-117.4408,True,Lytle Fire,292.0,5/13/13,,1.0,,,e2c4b308-9a2d-483b-8434-999bef9adc7c,13.0,5
72.0,,2013,Butte,4,,2.0,3.0,5/4/13,3,,False,True,,,0.0,0.0,True,Cedar Fire,44.0,5/1/13,,,,,c6228c11-4388-4b33-aa18-3593c90f72ad,,5
70.0,,2013,Lake,17,2.0,4.0,10.0,8/18/13,2,,False,True,,,39.013682,-122.49189399999999,True,Double Fire,,8/16/13,,,,,ae025ba5-8b5d-48de-ad5e-3037de3d18e9,5.0,8
51.0,4.0,2013,San Luis Obispo,40,5.0,3.0,15.0,11/9/13,1,,False,True,2.0,,35.457978000000004,-120.75155500000001,True,Toro Fire,219.0,11/8/13,,,,,587c03e3-4831-47c1-8c03-c08176e91b11,,11
46.0,,2013,Calaveras,5,18.0,18.0,30.0,8/19/13,2,,False,True,18.0,2.0,38.06231,-120.45233,True,Bridges Fire,169.0,8/17/13,,,,,10445e2c-979d-49a2-82c2-c3789bd2449a,18.0,8
40.0,2.0,2013,Riverside,33,,1.0,19.0,5/17/13,1,,False,True,,,33.655638,-116.161201,True,54 Fire,65.0,5/16/13,,,,,e215290f-d0b4-48fd-be32-f599959347b1,,5
30.0,,2013,Lake,17,,,,9/15/13,0,,False,True,,,38.9777,-122.68299999999999,True,Lakeshore Fire,,9/15/13,,,,,51e00abb-53d0-4014-9224-2a853b1d6bcf,,9
28.0,,2013,Sonoma,49;48;17;6,,,,6/14/13,4,,False,True,,,38.4229,-122.0437,True,Sonoma-Lake-Napa Unit Lightning Fires,,6/10/13,,,,,5ce45b6c-81b5-422c-9078-8c68dd872c8a,,6
28.0,,2013,Solano,49;48;17;6,,,,6/14/13,4,,False,True,,,38.4229,-122.0437,True,Sonoma-Lake-Napa Unit Lightning Fires,,6/10/13,,,,,5ce45b6c-81b5-422c-9078-8c68dd872c8a,,6
28.0,,2013,Lake,49;48;17;6,,,,6/14/13,4,,False,True,,,38.4229,-122.0437,True,Sonoma-Lake-Napa Unit Lightning Fires,,6/10/13,,,,,5ce45b6c-81b5-422c-9078-8c68dd872c8a,,6
28.0,,2013,Colusa,49;48;17;6,,,,6/14/13,4,,False,True,,,38.4229,-122.0437,True,Sonoma-Lake-Napa Unit Lightning Fires,,6/10/13,,,,,5ce45b6c-81b5-422c-9078-8c68dd872c8a,,6
97717.0,,2014,El Dorado,9,,,,10/9/14,26,,False,True,,12.0,38.805437,-120.62971399999999,True,King Fire,,9/13/14,,80.0,,,3df6ecf7-f095-483d-b1c4-2dc969d61261,,9
32416.0,,2014,Shasta,45,1.0,,8.0,8/25/14,25,,False,True,,11.0,40.72,-121.56200000000001,True,Eiler Fire,78.0,7/31/14,,21.0,,,60ea04ec-5f5e-4a49-8fbc-fa50c17a1199,4.0,7
13153.0,,2014,Modoc,25,7.0,2.0,20.0,8/13/14,14,,False,True,2.0,7.0,41.1336,-121.2144,True,Day Fire,297.0,7/30/14,,6.0,,,e3b7143d-6faa-4962-9fe5-c2d1559c5d20,4.0,7
12661.0,,2014,Shasta,45,,,,7/26/14,15,,False,True,,21.0,40.4314,-122.75078799999999,True,Bully Fire,,7/11/14,,20.0,,0.0,3a1fab73-882a-478c-b289-504497db4d64,,7
12536.0,,2014,Mendocino,23,,,,9/9/14,41,,False,True,,15.0,0.0,0.0,True,Lodge Lightning Complex,,7/30/14,,,,,7c6a9617-1c79-4b4d-9833-e76532f59103,,7
6488.0,,2014,Yolo,57,,,2.0,7/12/14,8,,False,True,,5.0,38.512,-122.104,True,Monticello Fire,87.0,7/4/14,,,,,756d8f5b-bc05-4741-a5a3-3b20ca21906d,,7
5367.0,,2014,San Diego,37,,,,5/19/14,5,,False,True,,,33.3529,-117.28488899999999,True,Tomahawk Fire,,5/14/14,,,,,2b35bd0d-169f-4a81-835b-13bf527031a6,,5
4300.0,,2014,Napa,28;17,,,,7/9/14,8,,False,True,,4.0,38.664,-122.454,True,Butts Fire,0.0,7/1/14,,9.0,,,2437bb57-1d09-4892-8c26-a60661dae1d9,,7
4300.0,,2014,Lake,28;17,,,,7/9/14,8,,False,True,,4.0,38.664,-122.454,True,Butts Fire,0.0,7/1/14,,9.0,,,2437bb57-1d09-4892-8c26-a60661dae1d9,,7
4240.0,,2014,Amador,3;9,1.0,,3.0,8/2/14,8,,False,True,,2.0,38.5691,-120.7819,True,Sand Fire,40.0,7/25/14,,67.0,,,4d07ccc3-32be-4a1d-acac-18333884c97d,1.0,7
4240.0,,2014,El Dorado,3;9,1.0,,3.0,8/2/14,8,,False,True,,2.0,38.5691,-120.7819,True,Sand Fire,40.0,7/25/14,,67.0,,,4d07ccc3-32be-4a1d-acac-18333884c97d,1.0,7
2143.0,,2014,San Bernardino,36,22.0,,25.0,5/5/14,5,,False,True,,3.0,34.169346000000004,-117.547374,True,Etiwanda Fire,583.0,4/30/14,1.0,0.0,,,13bfff2c-cb2f-4ed9-a7f8-6985646a2d5d,8.0,4
1995.0,,2014,San Diego,37,13.0,1.0,21.0,5/22/14,8,,False,True,,3.0,33.1137,-117.1599,True,Cocos Fire,514.0,5/14/14,,40.0,,,1b1cba8f-7893-4eea-82d9-dc78663fd911,2.0,5
1548.0,,2014,San Diego,37,4.0,,,5/17/14,4,,False,True,,3.0,33.003,-117.133,True,Bernardo Fire,211.0,5/13/14,,,,50.0,9e5ee790-ee7e-4b40-b300-7a3046901162,,5
1469.0,,2014,Modoc,25,8.0,,17.0,7/7/14,4,,False,True,2.0,,41.489,-120.904,True,Gulch Fire,427.0,7/3/14,,,,,00089805-cdee-4607-8b67-1653bee463bc,4.0,7
1375.0,,2014,Shasta,45,4.0,,7.0,9/16/14,6,,False,True,,4.0,40.7101,-122.171,True,Gulch Fire,169.0,9/10/14,,4.0,,,b22e378f-bfbc-40b8-aaa7-29ec6db13db1,2.0,9
677.0,,2014,Mariposa,22,2.0,,2.0,6/2/14,7,,False,True,,9.0,0.0,0.0,True,Hunters Fire,32.0,5/26/14,,3.0,,,8d3451be-f3be-4a8b-b747-ab121f0d52cb,,5
632.0,,2014,Santa Barbara,42,10.0,1.0,10.0,5/19/14,6,,False,True,1.0,,34.609,-120.454,True,Miguelito Fire,548.0,5/13/14,,,,1200.0,d08b0c4e-35d3-43fb-8af8-1756b1789172,3.0,5
612.0,,2014,Madera,20,6.0,2.0,7.0,8/25/14,7,,False,True,,3.0,37.3433,-119.6581,True,Junction Fire,188.0,8/18/14,,47.0,,,58e7e466-8807-404e-9ef6-5a6ae11a0084,3.0,8
580.0,,2014,Trinity,53,82.0,,3.0,8/28/14,4,,False,True,,2.0,40.7412,-122.946,True,Oregon Fire,46.0,8/24/14,,1.0,,,3b954901-aa80-4894-b330-c287d47b68be,,8
516.0,,2014,Siskiyou,47,14.0,2.0,10.0,10/11/14,26,,False,True,,1.0,41.423840000000006,-122.37432,True,Boles Fire,453.0,9/15/14,7.0,165.0,,1100.0,ad164a35-8b27-4f96-b78e-952b08a333e8,,9
459.0,,2014,Placer,31,,,,10/15/14,7,,False,True,,2.0,0.0,0.0,True,Applegate Fire,,10/8/14,,10.0,,,d71ab3e8-ead1-4d54-b489-2a2f23073d8b,,10
403.0,,2014,Mendocino,23,,,1.0,9/17/14,4,,False,True,,3.0,0.0,0.0,True,Black Fire,15.0,9/13/14,,11.0,,,60b1ae62-1688-44b3-8447-66785e692e92,,9
400.0,,2014,Monterey,27,,,,3/21/14,2,,False,True,,,36.6313,-121.4819,True,Encinal Fire,,3/19/14,,,,,cb580f06-5d43-46aa-8b2c-f2b5a21eff02,,3
389.0,4.0,2014,Butte,4,29.0,5.0,46.0,8/1/14,4,,False,True,1.0,4.0,0.0,0.0,True,Web Fire,835.0,7/28/14,,,,,69b38608-fab1-4df5-b9e9-0fd28bc505ba,13.0,7
380.0,,2014,San Diego,37,,,,5/15/14,1,,False,True,,,33.312,-117.162,True,Highway Fire,,5/14/14,,,,,ebea3cc2-c0ad-4de2-829a-0b544183461b,,5
320.0,,2014,Madera,20,2.0,,4.0,9/22/14,8,,False,True,,4.0,37.311915,-119.604124,True,Courtney Fire,90.0,9/14/14,2.0,69.0,,,614efdbb-937e-47a0-9ffd-919e5e0de436,1.0,9
300.0,,2014,Mariposa,22,,,,9/12/14,7,,False,True,,3.0,0.0,0.0,True,Bridge Fire,,9/5/14,,,,,987ced78-a554-4a1b-a2f2-2f8329292067,,9
247.0,,2014,Nevada,29,3.0,,3.0,9/18/14,5,,False,True,,,39.113682,-120.999508,True,Dog Bar Fire,53.0,9/13/14,,,,,a794ecf9-2e8d-4721-a272-a3e66d2e7621,1.0,9
217.0,,2014,San Diego,37,4.0,,5.0,7/6/14,3,,False,True,,4.0,33.078948,-116.576454,True,Banner Fire,91.0,7/3/14,,3.0,,,d2623c2c-ff3d-419e-a129-b3aa542c05c4,,7
130.0,,2014,Mariposa,22,,1.0,,6/13/14,3,,False,True,,1.0,37.7103,-120.197,True,Haigh Fire,10.0,6/10/14,,,,,50567f4a-c56d-4d73-9855-f5d81fa74025,4.0,6
113.0,,2014,Inyo,14,11.0,1.0,12.0,4/21/14,2,,False,True,2.0,,37.399,-118.352,True,Bridges Fire,256.0,4/19/14,,,,,1faad916-32b9-4cd0-94b8-dacfe71fa9f8,,4
90.0,,2014,Mariposa,22,12.0,5.0,15.0,6/8/14,2,,False,True,4.0,,0.0,0.0,True,Valley Fire,356.0,6/6/14,,,,40.0,a856545c-5922-4d6a-bffb-2048188c0fa3,,6
85.0,,2014,Calaveras,5,,,,6/24/14,2,,False,True,,1.0,38.058,-120.66,True,Oak Fire,,6/22/14,,1.0,,,06ae83a9-125e-4cf5-826e-8b541b2308fd,,6
80.0,,2014,Contra Costa,7,,,,7/12/14,1,,False,True,,,37.5359,-121.5118,True,Marsh Fire,,7/11/14,,,,,dc1a83b0-500c-440f-85d7-7090884f5487,,7
75.0,,2014,Shasta,45,5.0,1.0,3.0,7/8/14,3,,False,True,,,40.5719,-121.3415,True,Cassel Fire,108.0,7/5/14,,,,,0bc42201-27c2-4b3d-a329-ce44bc1261d9,2.0,7
62.0,,2014,Mendocino,23,2.0,,2.0,9/22/14,1,,False,True,,,0.0,0.0,True,Nelson Fire,42.0,9/21/14,,,,,a44b9e07-680d-4857-9d27-834363373a83,,9
40.0,,2014,Fresno,10,,,,6/11/14,2,,False,True,,4.0,36.991825,-119.52550600000001,True,Morgan Fire,,6/9/14,,1.0,,,857e832f-17bd-4ad2-8789-99b003187049,,6
31.0,,2014,Riverside,33,1.0,,1.0,6/7/14,1,,False,True,,,0.0,0.0,True,Bogart Fire,51.0,6/6/14,,,,,fc0e054f-887f-4bb5-87af-bde461bf4e4a,,6
30.0,,2014,Siskiyou,47,,,,8/2/14,4,,False,True,,,0.0,0.0,True,Siskiyou County Lightning Fires,,7/29/14,,,,,279d9058-7545-488b-8a83-51b12e60cb47,,7
69438.0,,2015,Lake,17,6.0,14.0,24.0,8/14/15,16,,False,True,,,38.886353799999995,-122.47624750000001,True,Rocky Fire,227.0,7/29/15,8.0,96.0,,,23e85238-2966-452c-8f21-fa93a51e889b,8.0,7
25118.0,,2015,Lake,17;28,,,,8/25/15,16,,False,True,,,38.8142503,-122.48673190000001,True,Jerusalem Fire,,8/9/15,,27.0,,0.0,94a7ae52-fed9-4997-b972-1761aa4b89ca,,8
25118.0,,2015,Napa,17;28,,,,8/25/15,16,,False,True,,,38.8142503,-122.48673190000001,True,Jerusalem Fire,,8/9/15,,27.0,,0.0,94a7ae52-fed9-4997-b972-1761aa4b89ca,,8
7000.0,,2015,Inyo,14;26,6.0,1.0,7.0,2/12/15,6,,False,True,,4.0,0.0,0.0,True,Round Fire,100.0,2/6/15,5.0,40.0,,,7ed61f45-7e2b-449b-8ead-d34b75a5e818,,2
7000.0,,2015,Mono,14;26,6.0,1.0,7.0,2/12/15,6,,False,True,,4.0,0.0,0.0,True,Round Fire,100.0,2/6/15,5.0,40.0,,,7ed61f45-7e2b-449b-8ead-d34b75a5e818,,2
4883.0,,2015,Humboldt,12,39.0,8.0,57.0,8/19/15,20,,False,True,10.0,14.0,0.0,0.0,True,Humboldt Lightning Fires,1392.0,7/30/15,,7.0,,,5bc18279-c038-4c2a-926c-433fe3cd4287,10.0,7
4250.0,,2015,San Bernardino,36,4.0,1.0,,7/21/15,4,,False,True,,,34.339,-117.478,True,North Fire,215.0,7/17/15,4.0,68.0,,,3d81d2e5-d6e5-4368-864b-a9e29e7e5022,,7
2700.0,,2015,Alameda,1,,,5.0,8/22/15,3,,False,True,,,37.3845,-121.3732,True,Tesla Fire,18.0,8/19/15,,,,,8fc920eb-ca45-4d77-9a92-1326eca602d6,1.0,8
2446.0,,2015,San Luis Obispo,40,26.0,3.0,23.0,8/28/15,12,,False,True,3.0,1.0,35.3477,-120.6269,True,Cuesta Fire,692.0,8/16/15,,1.0,,0.0,fde8f46b-0225-4489-be2d-68453a524190,8.0,8
2304.0,,2015,Nevada,29,,,1.0,8/12/15,18,,False,True,,6.0,39.192088,-120.88231299999998,True,Lowell Fire,27.0,7/25/15,1.0,2.0,,54.0,d6b4bed4-f3d6-488a-a2fb-54c7cbfbd8b3,3.0,7
1791.0,,2015,San Luis Obispo,40,,,3.0,6/24/15,4,,False,True,,4.0,0.0,0.0,True,Park Hill Fire,15.0,6/20/15,,23.0,,,99cea36f-5797-409d-8be9-8140b2e63320,,6
1333.0,,2015,Merced,24,,1.0,2.0,7/21/15,3,,False,True,,,0.0,0.0,True,McCabe Fire,13.0,7/18/15,,,,,506eefb2-cae3-48dd-bd92-315ad1782184,,7
1086.0,,2015,Monterey,27,,,,9/27/15,8,1.0,False,True,,0.0,36.3699644,-121.589554,True,Tassajara Fire,55.0,9/19/15,1.0,20.0,,,1f54817c-8832-4a47-8ede-ab8072f52677,,9
1049.0,,2015,Riverside,33,3.0,,4.0,4/24/15,6,,False,True,,,33.884313,-117.64275900000001,True,Highway Fire,54.0,4/18/15,,,,,8e3c0b14-01e5-4c41-8641-ff987ac10ad9,,4
1042.0,,2015,Butte,4,20.0,12.0,35.0,9/17/15,6,,False,True,2.0,1.0,39.5218,-121.3363,True,Lumpkin Fire,613.0,9/11/15,,,,,f7067bff-efb4-4ca6-a627-6145836857ec,6.0,9
920.0,,2015,Madera,20,2.0,2.0,,6/25/15,7,,False,True,,,37.165766999999995,-119.52394299999999,True,Corrine Fire,43.0,6/18/15,,3.0,,,fa8ba2dd-c9f7-454a-870b-1b39c0d8b31a,2.0,6
860.0,,2015,Butte,4,2.0,3.0,18.0,10/4/15,1,,False,True,,,0.0,0.0,True,Meridian Fire,102.0,10/3/15,,,,,88e1ae5b-593f-4d0d-958d-bd56a877a535,2.0,10
673.0,,2015,Lake,17,4.0,1.0,10.0,9/8/15,6,,False,True,,,55.23,-122.0,True,Elk Fire,270.0,9/2/15,,,,,0eed7005-6ace-4eb2-8919-eb131c246f84,6.0,9
670.0,,2015,San Benito,35,2.0,3.0,4.0,10/16/15,4,,False,True,,3.0,36.70854,-121.32733999999999,True,Cienega Fire,108.0,10/12/15,,,,,8e71e23c-6161-480e-b8ca-f03147475e4d,4.0,10
430.0,,2015,Tulare,54,,,,7/26/15,5,,False,True,,,36.085212,-118.82423500000002,True,Triple Fire,,7/21/15,,,,,9e2f6af4-ea45-4163-b6a1-e1fe9571fda3,,7
400.0,,2015,Butte,4,,,,8/3/15,5,,False,True,,,39.43963,-121.38793999999999,True,Swedes Fire,8.0,7/29/15,,16.0,,,7428460d-f47d-45c0-8a86-3fb653829860,,7
355.0,,2015,Amador,3,1.0,2.0,13.0,7/2/15,0,,False,True,,,0.0,0.0,True,Ione Fire,,7/2/15,,,,,c3f64286-b2a0-4ab1-9f6b-d934d5b82228,5.0,7
215.0,,2015,Lake,17,,,4.0,8/27/15,5,,False,True,,,38.925764,-122.879272,True,Peterson Fire,,8/22/15,,,,,02d470c1-bf41-4ff9-9424-f680cef5bbbc,,8
212.0,,2015,Shasta,45,3.0,1.0,20.0,8/1/15,3,,False,True,2.0,2.0,40.415108000000004,-122.439939,True,China Fire,120.0,7/29/15,1.0,5.0,,,efe937e3-8b63-4495-b578-e2582fb2166d,5.0,7
204.0,,2015,Tuolumne,55,5.0,1.0,9.0,8/4/15,6,,False,True,,,37.823,-120.15643999999999,True,Big Creek Fire,115.0,7/29/15,,,,,55a1ec97-90fb-48df-8414-203b91adcd76,2.0,7
158.0,,2015,Humboldt,12,,5.0,10.0,8/1/15,8,,False,True,,2.0,41.295667,-123.784067,True,Queen Fire,57.0,7/24/15,,,,,8be9d271-ed9c-4bc9-9c22-4eff8956ab7b,,7
158.0,5.0,2015,Yuba,58,11.0,9.0,25.0,6/22/15,4,,False,True,4.0,3.0,39.2688,-121.26471000000001,True,Cook Fire,250.0,6/18/15,,,,,b5fa450f-9b84-4d90-9956-bda9dfe32f28,,6
150.0,0.0,2015,Solano,48,13.0,3.0,15.0,7/8/15,2,,False,True,0.0,,38.4113,-122.0789,True,Sky Fire,275.0,7/6/15,,,,,28b81794-bb66-466e-b9dc-337c47be5678,5.0,7
146.0,,2015,Humboldt,12,,,,8/29/15,11,,False,True,,,40.1058823,-124.0720419,True,Horse Fire,45.0,8/18/15,,,,,cbaa4a28-c732-4c11-9d44-7da6c3bd8e42,,8
